Title,Authors,Corporate_Authors,Editors,Book_Editors,Source_Title,Publication_Date,Publication_Year,Volume,Issue,Part_Number,Supplement,Special_Issue,Beginning_Page,Ending_Page,Article_Number,DOI,Conference_Title,Conference_Date,Total_Citations,Average_per_Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Illicit drug use in young adults and subsequent decline in general health: The coronary artery risk development in young adults (CARDIA) study,"Kertesz, Stefan G.; Pletcher, Mark J.; Safford, Monika; Halanych, Jewell; Kirk, Katharine; Schumacher, Joseph; Sidney, Stephen; Kiefe, Catarina I.",,,,DRUG AND ALCOHOL DEPENDENCE,MAY 11 2007,2007,88,2-3,,,,224,233,,10.1016/j.drugalcdep.2006.10.017,28th Annual Meeting of the Society-of-General-Internal-Medicine,"MAY 11-14, 2005",27,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,3,5,2,0,1,1,3,0,0,2,0
Absence of risk factor change in young adults after family heart attack or stroke - The CARDIA study,"Kip, KE; McCreath, HE; Roseman, JM; Hulley, SB; Schreiner, PJ",,,,AMERICAN JOURNAL OF PREVENTIVE MEDICINE,MAY 2002,2002,22,4,,,,258,266,PII S0749-3797(02)00416-6,10.1016/S0749-3797(02)00416-6,,,27,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,2,3,2,0,1,1,5,2,1,1,0,0,0
INJURY EVENTS - UTILITY OF SELF-REPORT IN RETROSPECTIVE IDENTIFICATION IN THE USA,"BRAUN, BL; GERBERICH, SG; SIDNEY, S",,,,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,DEC 1994,1994,48,6,,,,604,605,,10.1136/jech.48.6.604,,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,3,1,2,0,0,3,1,0,1,0,0,1,4,0,0
Serum urate association with hypertension in young adults: analysis from the Coronary Artery Risk Development in Young Adults cohort,"Gaffo, Angelo L.; Jacobs, David R., Jr.; Sijtsma, Femke; Lewis, Cora E.; Mikuls, Ted R.; Saag, Kenneth G.",,,,ANNALS OF THE RHEUMATIC DISEASES,AUG 2013,2013,72,8,,,,1321,1327,,10.1136/annrheumdis-2012-201916,,,26,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,5,2,2,5,2,0
Relationship of body mass index in young adulthood and health-related quality of life two decades later: the Coronary Artery Risk Development in Young Adults study,"Kozak, A. T.; Daviglus, M. L.; Chan, C.; Kiefe, C. I.; Jacobs, D. R., Jr.; Liu, K.",,,,INTERNATIONAL JOURNAL OF OBESITY,JAN 2011,2011,35,1,,,,134,141,,10.1038/ijo.2010.120,,,26,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,3,3,4,4,0,0
"Changes in BMI modulate age-associated changes in sex hormone binding globulin and total testosterone, but not bioavailable testosterone in young adult men: the CARDIA Male Hormone Study","Gapstur, S. M.; Kopp, P.; Gann, P. H.; Chiu, B. C-H; Colangelo, L. A.; Liu, K.",,,,INTERNATIONAL JOURNAL OF OBESITY,APR 2007,2007,31,4,,,,685,691,,10.1038/sj.ijo.0803465,,,26,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,1,4,2,3,2,1,0,1,2,0,0
Static and pulsatile blood pressure correlates of left ventricular structure and function in black and white young adults: The CARDIA study,"Flack, JM; Gardin, JM; Yunis, C; Liu, K",CARDIA Res Grp,,,AMERICAN HEART JOURNAL,NOV 1999,1999,138,5,1,,,856,864,,10.1016/S0002-8703(99)70010-4,,,26,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,1,2,1,4,2,2,2,0,1,1,0,0,0,0,0,0
Serum leptin and weight gain over 8 years in African American and Caucasian young adults,"Folsom, AR; Jensen, MD; Jacobs, DR; Hilner, JE; Tsai, AW; Schreiner, PJ",,,,OBESITY RESEARCH,JAN 1999,1999,7,1,,,,1,8,,,,,26,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,5,0,2,0,3,1,3,1,0,0,2,1,0,0,1,1,0,0,0
"Lack of relations of hostility, negative affect, and high-risk behavior with low plasma lipid levels in the coronary artery risk development in young adults study","Markovitz, JH; Smith, D; Raczynski, JM; Oberman, A; Williams, OD; Knox, S; Jacobs, DR",,,,ARCHIVES OF INTERNAL MEDICINE,SEP 22 1997,1997,157,17,,,,1953,1959,,10.1001/archinte.157.17.1953,Southeastern Lipid Conference,"SEP   06, 1996",26,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,2,3,1,2,1,0,0,3,0,1,0,1,0,0,0,0,0,0
Psychosocial factors and plasma lipids in black and white young adults: The coronary artery risk development in young adults study data,"Knox, SS; Jacobs, DR; Chesney, MA; Raczynski, J; McCreath, H",,,,PSYCHOSOMATIC MEDICINE,JUL-AUG 1996,1996,58,4,,,,365,373,,10.1097/00006842-199607000-00009,,,26,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,3,0,2,2,1,1,1,0,3,1,1,0,0,0,3,0,0,0,0,0
IMPACT OF FATHERS EDUCATION AND PARENTAL SMOKING STATUS ON SMOKING-BEHAVIOR IN YOUNG-ADULTS,"GREENLUND, KJ; LIU, K; KIEFE, CI; YUNIS, C; DYER, AR; BURKE, GL",,,,AMERICAN JOURNAL OF EPIDEMIOLOGY,NOV 15 1995,1995,142,10,,,,1029,1033,,10.1093/oxfordjournals.aje.a117555,,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,2,3,2,1,1,0,2,0,0,1,1,0,0,1,1,1,0,0
Association of Changes in Neighborhood-Level Racial Residential Segregation With Changes in Blood Pressure Among Black Adults The CARDIA Study,"Kershaw, Kiarri N.; Robinson, Whitney R.; Gordon-Larsen, Penny; Hicken, Margaret T.; Goff, David C., Jr.; Carnethon, Mercedes R.; Kiefe, Catarina I.; Sidney, Stephen; Roux, Ana V. Diez",,,,JAMA INTERNAL MEDICINE,JUL 2017,2017,177,7,,,,996,1002,,10.1001/jamainternmed.2017.1226,,,25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,3,0
"Changes in walking, body mass index, and cardiometabolic risk factors following residential relocation: Longitudinal results from the CARDIA study","Braun, Lindsay M.; Rodriguez, Daniel A.; Song, Yan; Meyer, Katie A.; Lewis, Cora E.; Reis, Jared P.; Gordon-Larsen, Penny",,,,JOURNAL OF TRANSPORT & HEALTH,DEC 2016,2016,3,4,,,SI,426,439,,10.1016/j.jth.2016.08.006,,,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,3,0
Sleep disturbance and longitudinal risk of inflammation: Moderating influences of social integration and social isolation in the Coronary Artery Risk Development in Young Adults (CARDIA) study,"Cho, Hyong Jin; Seeman, Teresa E.; Kiefe, Catarina I.; Lauderdale, Diane S.; Irwin, Michael R.",,,,BRAIN BEHAVIOR AND IMMUNITY,MAY 2015,2015,46,,,,,319,326,,10.1016/j.bbi.2015.02.023,,,25,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,8,3,0
Hemoglobin A(1c) and the Progression of Coronary Artery Calcification Among Adults Without Diabetes,"Carson, April P.; Steffes, Michael W.; Carr, J. Jeffrey; Kim, Yongin; Gross, Myron D.; Carnethon, Mercedes R.; Reis, Jared P.; Loria, Catherine M.; Jacobs, David R., Jr.; Lewis, Cora E.",,,,DIABETES CARE,JAN 2015,2015,38,1,,,,66,71,,10.2337/dc14-0360,,,25,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,5,5,1,0
Diet quality and markers of endothelial function: The CARDIA study,"Sijtsma, F. P. C.; Meyer, K. A.; Steffen, L. M.; Van Horn, L.; Shikany, J. M.; Odegaard, A. O.; Gross, M. D.; Kromhout, D.; Jacobs, D. R., Jr.",,,,NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,JUN 2014,2014,24,6,,,,632,638,,10.1016/j.numecd.2013.12.010,,,25,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,3,6,4,2,0
The vitamin E isoforms alpha-tocopherol and gamma-tocopherol have opposite associations with spirometric parameters: the CARDIA study,"Marchese, Michelle E.; Kumar, Rajesh; Colangelo, Laura A.; Avila, Pedro C.; Jacobs, David R., Jr.; Gross, Myron; Sood, Akshay; Liu, Kiang; Cook-Mills, Joan M.",,,,RESPIRATORY RESEARCH,MAR 15 2014,2014,15,,,,,,,,10.1186/1465-9921-15-31,,,25,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,4,5,2,0
Job Strain and Incident Metabolic Syndrome Over 5 Years of Follow-Up The Coronary Artery Risk Development in Young Adults Study,"Edwards, Erika M.; Stuver, Sherri O.; Heeren, Timothy C.; Fredman, Lisa",,,,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,DEC 2012,2012,54,12,,,,1447,1452,,10.1097/JOM.0b013e3182783f27,,,25,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,0,7,6,0,0
Are the 2005 Dietary Guidelines for Americans Associated With Reduced Risk of Type 2 Diabetes and Cardiometabolic Risk Factors? Twenty-year findings from the CARDIA study,"Zamora, Daisy; Gordon-Larsen, Penny; He, Ka; Jacors, David R., Jr.; Shikany, James M.; Popkin, Barry M.",,,,DIABETES CARE,MAY 2011,2011,34,5,,,,1183,1185,,10.2337/dc10-2041,,,25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,4,4,2,4,2,0
Longitudinal association between toenail selenium levels and measures of subclinical atherosclerosis: The CARDIA trace element study,"Xun, Pengcheng; Liu, Kiang; Morris, J. Steven; Daviglus, Martha L.; He, Ka",,,,ATHEROSCLEROSIS,JUN 2010,2010,210,2,,,,662,667,,10.1016/j.atherosclerosis.2010.01.021,,,25,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,1,3,2,3,2,0,0
BODY-FAT DISTRIBUTION BEFORE PREGNANCY AND GESTATIONAL DIABETES - FINDINGS FROM CORONARY-ARTERY RISK DEVELOPMENT IN YOUNG-ADULTS (CARDIA) STUDY,"ZHANG, SM; FOLSOM, AR; FLACK, JM; LIU, K",,,,BRITISH MEDICAL JOURNAL,OCT 28 1995,1995,311,7013,,,,1139,1140,,10.1136/bmj.311.7013.1139,,,25,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,2,1,3,4,0,1,2,1,1,0,2,0,1,1,0
Cumulative Lifetime Marijuana Use and Incident Cardiovascular Disease in Middle Age: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Reis, Jared P.; Auer, Reto; Bancks, Michael P.; Goff, David C., Jr.; Lewis, Cora E.; Pletcher, Mark J.; Rana, Jamal S.; Shikany, James M.; Sidney, Stephen",,,,AMERICAN JOURNAL OF PUBLIC HEALTH,APR 2017,2017,107,4,,,,601,606,,10.2105/AJPH.2017.303654,,,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,6,0
Pathobiological Determinants of Atherosclerosis in Youth (PDAY) Risk Score in Young Adults Predicts Coronary Artery and Abdominal Aorta Calcium in Middle Age The CARDIA Study,"Gidding, Samuel S.; Rana, Jamal S.; Prendergast, Christopher; McGill, Henry; Carr, J. Jeffery; Liu, Kiang; Colangelo, Laura A.; Loria, Catherine M.; Lima, Joao; Terry, James G.; Reis, Jared P.; McMahan, C. Alex",,,,CIRCULATION,JAN 12 2016,2016,133,2,,,,139,146,,10.1161/CIRCULATIONAHA.115.018042,,,24,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,9,1,0
Cross-sectional and Longitudinal Associations Between Objectively Measured Sedentary Time and Metabolic Disease: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Gibbs, Bethany Barone; Gabriel, Kelley Pettee; Reis, Jared P.; Jakicic, John M.; Carnethon, Mercedes R.; Sternfeld, Barbara",,,,DIABETES CARE,OCT 2015,2015,38,10,,,,1835,1843,,10.2337/dc15-0226,,,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,5,2,0
"Serum adiponectin is positively associated with lung function in young adults, independent of obesity: The CARDIA study","Thyagarajan, Bharat; Jacobs, David R., Jr.; Smith, Lewis J.; Kalhan, Ravi; Gross, Myron D.; Sood, Akshay",,,,RESPIRATORY RESEARCH,DEC 9 2010,2010,11,,,,,,,176,10.1186/1465-9921-11-176,,,24,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,4,2,3,5,0,1,0
Serum Phosphate and Left Ventricular Hypertrophy in Young Adults: The Coronary Artery Risk Development in Young Adults Study,"Foley, Robert N.; Collins, Allan J.; Herzog, Charles A.; Ishani, Areef; Kalra, Philip A.",,,,KIDNEY & BLOOD PRESSURE RESEARCH,2009,2009,32,1,,,,37,44,,10.1159/000203348,,,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,5,2,3,2,1,1,0,0
Asymmetric dimethyl-arginine and coronary artery calcification in young adults entering middle age: the CARDIA study,"Iribarren, Carlos; Husson, Gail; Sydow, Karsten; Wang, Bing-yin; Sidney, Stephen; Cooke, John P.",,,,EUROPEAN JOURNAL OF CARDIOVASCULAR PREVENTION & REHABILITATION,APR 2007,2007,14,2,,,,222,229,,10.1097/01.hjr.0000230108.86147.40,77th Scientific Meeting of the American-Heart-Association,"NOV 07-10, 2004",24,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,2,2,0,0,1,1,2,1,0,0
Development of overweight associated with childbearing depends on smoking habit: The Coronary Artery Risk Development in Young Adults (CARDIA) Study,"Gunderson, EP; Quesenberry, CP; Lewis, CE; Tsai, AL; Sternfeld, B; West, DS; Sidney, S",,,,OBESITY RESEARCH,DEC 2004,2004,12,12,,,,2041,2053,,10.1038/oby.2004.255,,,24,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,4,2,2,3,1,0,0,3,1,0,0
"HIV ANTIBODY TESTING IN YOUNG, URBAN ADULTS","BERRIOS, DC; HEARST, N; PERKINS, LL; BURKE, GL; SIDNEY, S; MCCREATH, HE; HULLEY, SB",,,,ARCHIVES OF INTERNAL MEDICINE,FEB 1992,1992,152,2,,,,397,402,,10.1001/archinte.152.2.397,,,24,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,6,3,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut Microbiota Composition and Blood Pressure The CARDIA Study,"Sun, Shan; Lulla, Anju; Sioda, Michael; Winglee, Kathryn; Wu, Michael C.; Jacobs, David R., Jr.; Shikany, James M.; Lloyd-Jones, Donald M.; Launer, Lenore J.; Fodor, Anthony A.; Meyer, Katie A.",,,,HYPERTENSION,MAY 2019,2019,73,5,,,,998,1006,,10.1161/HYPERTENSIONAHA.118.12109,,,23,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0
