Grant_Numbers,records,percent_of_total
SGR 2017/617,1,0.003
SGS/01108/G,1,0.003
SGS5/FF/2010,1,0.003
SGS6/LF/2013,1,0.003
SGYYQ201605,1,0.003
SGYYZ201610,1,0.003
SH2013036,1,0.003
SH2014026,1,0.003
SH2016028,1,0.003
SH2016031,1,0.003
SH2017013,1,0.003
SH2017020,1,0.003
SH2018065,1,0.003
SHARE M4: N 261982,1,0.003
SHARE-LEAP: N 227822,1,0.003
SHARE-PREP: N 211909,1,0.003
SHDC1200710,1,0.003
SHDC12010115,1,0.003
SHDC12012303,1,0.003
SHDC12013122,1,0.003
SHDC12014908,1,0.003
SHDC12015101,1,0.003
SHDC12016108,1,0.003
SHDC12016115,1,0.003
SHI-155410,1,0.003
SHP 08-144,1,0.003
SHW2016001,1,0.003
SIBS2008006,1,0.003
SIU-318-853-2014,1,0.003
SJAH/004,1,0.003
SK2017A0179,1,0.003
SK2018A0184,1,0.003
SKH-TMU-101-10,1,0.003
SKZZY2014052,1,0.003
SL09/07,1,0.003
SM-52328,1,0.003
SM-52332,1,0.003
SM-52352,1,0.003
SM-52355,1,0.003
SM-52362,1,0.003
SM-52363,1,0.003
SM-52367,1,0.003
SM-52372,1,0.003
SMA-1306132,1,0.003
SMO1140211,1,0.003
SMT-IIG-19,1,0.003
SN/1f/HKUF-DC,1,0.003
SNF 320030-129690/1,1,0.003
SNIC2013-26-6,1,0.003
SNK-79/2013,1,0.003
SNN125143,1,0.003
SO6-GM08224,1,0.003
SO64359,1,0.003
SO7RR-05818,1,0.003
SO7RRO-5829-10,1,0.003
SOC 95 201408 05F02,1,0.003
SOC 95201408 05 F02,1,0.003
SOC 97 200302 05F02,1,0.003
SOC 98 200769 05F02,1,0.003
SOOOII24OIGEL,1,0.003
SP/07001/23603,1,0.003
SP/08/007,1,0.003
SP2/SCCS2,1,0.003
SP2024/0204,1,0.003
SPE 20051105244,1,0.003
SPHSU10,1,0.003
SPP1580/OP86/10-1,1,0.003
SPUM 33CM30-124111,1,0.003
SPUM 33CM30-124112,1,0.003
SPUM 33CM30-140336,1,0.003
SQ2017YFC160084-02,1,0.003
SQ2018YFC010351,1,0.003
SR/MED/PHYS/01/01,1,0.003
SR2012-06,1,0.003
SRA-12-009,1,0.003
SRF-2011-04-017,1,0.003
SRF/01/010,1,0.003
SRG2014-00019-FHS,1,0.003
SS2012002,1,0.003
SS201807,1,0.003
SSCRF-6903776,1,0.003
ST/02/007,1,0.003
ST292006UT,1,0.003
STAMPEED HL-087700,1,0.003
STE 1096/1-1,1,0.003
STI10,1,0.003
STIF201121,1,0.003
STL/3714/07,1,0.003
STM/1523/2012,1,0.003
STS-2014-03928,1,0.003
STaR/0003/2008,1,0.003
SVV-260397/2017,1,0.003
SYS201455,1,0.003
SYSD2013080,1,0.003
SY[2012]3126,1,0.003
SZSJ2017001,1,0.003
SZSM201512033,1,0.003
SZSM201803080,1,0.003
SZSM201811070,1,0.003
SZYJTD201708,1,0.003
SZZX201505,1,0.003
Salud-2005-02-14350,1,0.003
Salud-2006-C01-45040,1,0.003
Schu1082/4-1,1,0.003
SenterNovem IGE05007,1,0.003
StG-282,,
StG-282255,1,0.003
Sy 41/1-1,1,0.003
Szxk201816,1,0.003
T 32 GM07281,1,0.003
T 32 HL087730,1,0.003
T 32GM065103,1,0.003
T-000353,1,0.003
T-277,1,0.003
T-32-HL-125-294-01A1,1,0.003
T-551,1,0.003
T-5653,1,0.003
T03MC07648,1,0.003
T03MC07651,1,0.003
T115-20.821,1,0.003
T15 LM 007033,1,0.003
T15 LM007359,1,0.003
T15LM011271,1,0.003
T2011160,1,0.003
T23 HL 03650,1,0.003
T32 (DA007250-19),1,0.003
T32 007560,1,0.003
T32 07453,1,0.003
T32 098048,1,0.003
T32 3048107792,1,0.003
T32 5T32AA007580,1,0.003
T32 86350,1,0.003
T32 AA007453-27,1,0.003
T32 AA007459,1,0.003
T32 AA007459-14,1,0.003
T32 AA013526,1,0.003
T32 AA013528,1,0.003
T32 AA015496,1,0.003
T32 AA015496-02,1,0.003
T32 AA07290,1,0.003
T32 AA07453-26,1,0.003
T32 AA07464,1,0.003
T32 AG-00219,1,0.003
T32 AG000078-24,1,0.003
T32 AG000120,1,0.003
T32 AG000129-16,1,0.003
T32 AG000139,1,0.003
T32 AG000175,1,0.003
T32 AG000177,1,0.003
T32 AG000177-19,1,0.003
T32 AG000181-18,1,0.003
T32 AG000219,1,0.003
T32 AG000221-18,1,0.003
T32 AG000270,1,0.003
T32 AG000279,1,0.003
T32 AG00219,1,0.003
T32 AG00262,1,0.003
T32 AG0037,1,0.003
T32 AG020506-02,1,0.003
T32 AG023481,1,0.003
T32 AI 07469,1,0.003
T32 AI007438,1,0.003
T32 AI007613,1,0.003
T32 AI055411,1,0.003
T32 AI055411-02,1,0.003
T32 AI114398,1,0.003
T32 AT000052-07,1,0.003
T32 CA 009001,1,0.003
T32 CA009213,1,0.003
T32 CA009492,1,0.003
T32 CA009492-23,1,0.003
T32 CA009529-24,1,0.003
T32 CA057726,1,0.003
T32 CA094880,1,0.003
T32 CA09607,1,0.003
T32 CA09607-15,1,0.003
T32 CA09661,1,0.003
T32 CA099936,1,0.003
T32 CA105666,1,0.003
T32 CA132670,1,0.003
T32 CA72319,1,0.003
T32 DA 07209,1,0.003
T32 DA007027,1,0.003
T32 DA007238,1,0.003
T32 DA007238-15,1,0.003
T32 DA007250-16A2S1,1,0.003
T32 DA007267-12,1,0.003
T32 DA007267-13,1,0.003
T32 DA007267-14,1,0.003
T32 DA007267-15,1,0.003
T32 DA007267-16,1,0.003
T32 DA007267-17,1,0.003
T32 DA007267-18,1,0.003
T32 DA007304,1,0.003
T32 DA015035,1,0.003
T32 DA019426,1,0.003
T32 DA023356,1,0.003
T32 DA07292,1,0.003
T32 DA15035,1,0.003
T32 DK 007110,1,0.003
T32 DK 007202,1,0.003
T32 DK 007732-14,1,0.003
T32 DK 007747,1,0.003
T32 DK 007750,1,0.003
T32 DK 07651,1,0.003
T32 DK 07732,1,0.003
T32 DK-007703,1,0.003
T32 DK007017-41,1,0.003
T32 DK007110,1,0.003
T32 DK007260,1,0.003
T32 DK007260-30,1,0.003
T32 DK007319,1,0.003
T32 DK007418,1,0.003
T32 DK007446,1,0.003
T32 DK007529,1,0.003
T32 DK007651,1,0.003
T32 DK007651-19,1,0.003
T32 DK007732,1,0.003
T32 DK007734,1,0.003
T32 DK007762,1,0.003
T32 DK007777,1,0.003
T32 DK007778,1,0.003
T32 DK060414,1,0.003
T32 DK062032,1,0.003
T32 DK063687,1,0.003
T32 DK064584,1,0.003
T32 DK065549-08,1,0.003
T32 DK068414,1,0.003
T32 DK07260,1,0.003
T32 DK07634,1,0.003
T32 DK091227,1,0.003
T32 EB002103,1,0.003
T32 ES 007069,1,0.003
T32 ES007018,1,0.003
T32 ES007046,1,0.003
T32 ES007155,1,0.003
T32 ES014562-04,1,0.003
T32 EY007157,1,0.003
T32 EY015387,1,0.003
T32 EY21453-2,1,0.003
T32 GA09330-26,1,0.003
T32 GM007175,1,0.003
T32 GM007250,1,0.003
T32 GM007569,1,0.003
T32 GM007863,1,0.003
T32 GM007863-29,1,0.003
T32 GM008076,1,0.003
T32 GM008256,1,0.003
T32 GM008336,1,0.003
T32 GM088129,1,0.003
T32 HD 043034-02,1,0.003
T32 HD007151,1,0.003
T32 HD007151-34,1,0.003
T32 HD007289,1,0.003
T32 HD007331,1,0.003
T32 HD007338,1,0.003
T32 HD007545,1,0.003
T32 HD046377,1,0.003
T32 HD049302-01A2,1,0.003
T32 HD049302-02,1,0.003
T32 HD049302-03,1,0.003
T32 HD049302-04,1,0.003
T32 HD049302-05,1,0.003
T32 HD049311,1,0.003
T32 HD049311-09,1,0.003
T32 HD052468,1,0.003
T32 HD055148,1,0.003
T32 HD055163,1,0.003
T32 HD057780,1,0.003
T32 HD07168,1,0.003
T32 HG000044,1,0.003
T32 HG002536,1,0.003
T32 HG009495,1,0.003
T32 HL 007560,1,0.003
T32 HL 007609-26,1,0.003
T32 HL 07024-23,1,0.003
T32 HL 07224,1,0.003
T32 HL 082610-02,1,0.003
T32 HL 105373,1,0.003
T32 HL 69749-11 A1,1,0.003
T32 HL 7953,1,0.003
T32 HL-069771-10,1,0.003
T32 HL-07822,1,0.003
T32 HL007034,1,0.003
T32 HL007085,1,0.003
T32 HL007111,1,0.003
T32 HL007208,1,0.003
T32 HL007360,1,0.003
T32 HL007534,1,0.003
T32 HL007560-25,1,0.003
T32 HL007572,1,0.003
T32 HL007605,1,0.003
T32 HL007713-11A1S1,1,0.003
T32 HL007745,1,0.003
T32 HL007749,1,0.003
T32 HL0077779,1,0.003
T32 HL007854-15,1,0.003
T32 HL007854-22,1,0.003
T32 HL007901,1,0.003
T32 HL007902,1,0.003
T32 HL007912,1,0.003
T32 HL007936,1,0.003
T32 HL007972,1,0.003
T32 HL072757,1,0.003
T32 HL07365-16,1,0.003
T32 HL07572,1,0.003
T32 HL07604,1,0.003
T32 HL076132-01,1,0.003
T32 HL076134,1,0.003
T32 HL076134-01A2,1,0.003
T32 HL076134-02,1,0.003
T32 HL07972,1,0.003
T32 HL079891-03,1,0.003
T32 HL079891-11,1,0.003
T32 HL083810,1,0.003
T32 HL083825,1,0.003
T32 HL087738-08,1,0.003
T32 HL091823,1,0.003
T32 HL094301-02,1,0.003
T32 HL094301-06,1,0.003
T32 HL098049,1,0.003
T32 HL116276,1,0.003
T32 HL120823,1,0.003
T32 HL130025-02,1,0.003
T32 HL139439,1,0.003
T32 HL86350,1,0.003
T32 HL91812,1,0.003
T32 HP19025,1,0.003
T32 HS 00084-04,1,0.003
T32 HS000083,1,0.003
T32 HS000083-12,1,0.003
T32 HS00063,1,0.003
T32 HS00078,1,0.003
T32 HS00079,1,0.003
T32 HS00079-01,1,0.003
T32 HS013852,1,0.003
T32 HS013853,1,0.003
T32 MH 017119,1,0.003
T32 MH 067555,1,0.003
T32 MH 14588,1,0.003
T32 MH-016804,1,0.003
T32 MH014235-24,1,0.003
T32 MH015755,1,0.003
T32 MH016434,1,0.003
T32 MH016806,1,0.003
T32 MH017104,1,0.003
T32 MH018264,1,0.003
T32 MH018264-15,1,0.003
T32 MH018264-26,1,0.003
T32 MH018268,1,0.003
T32 MH018269,1,0.003
T32 MH018917,1,0.003
T32 MH019925-11,1,0.003
T32 MH019934,1,0.003
T32 MH019938,1,0.003
T32 MH019960,1,0.003
T32 MH019961,1,0.003
T32 MH019986,1,0.003
T32 MH020018,1,0.003
T32 MH020021,1,0.003
T32 MH020021-11,1,0.003
T32 MH020061,1,0.003
T32 MH067555,1,0.003
T32 MH067555-01,1,0.003
T32 MH073122,1,0.003
T32 MH073452,1,0.003
T32 MH073452-05,1,0.003
T32 MH073553,1,0.003
T32 MH073553-11,1,0.003
T32 MH075854,1,0.003
T32 MH100019-03,1,0.003
T32 MH15750,1,0.003
T32 MH17104,1,0.003
T32 MH171140,1,0.003
T32 MH1711928,1,0.003
T32 MH18931,1,0.003
T32 MH19105,1,0.003
T32 MH65215,1,0.003
T32 NR 0704,1,0.003
T32 NR008346,1,0.003
T32 NR014205,1,0.003
T32 NR07091,1,0.003
T32 NS-07153,1,0.003
T32 NS007153,1,0.003
T32 THL130025A,1,0.003
T32-102/14N,1,0.003
T32-AA-01549602,1,0.003
T32-AA007583,1,0.003
T32-AA07477,1,0.003
T32-AG000029,1,0.003
T32-AG000129,1,0.003
T32-AG0001810,1,0.003
T32-AG000221,1,0.003
T32-AG000246,1,0.003
T32-AG00117,1,0.003
T32-AG027668,1,0.003
T32-AG049676,1,0.003
T32-AI007386,1,0.003
T32-AR-007592,1,0.003
T32-AR-007598,1,0.003
T32-AR-07442,1,0.003
T32-AR07611,1,0.003
T32-CA09330,1,0.003
T32-CA193193,1,0.003
T32-DA013911,1,0.003
T32-DK-007260,1,0.003
T32-DK-007545,1,0.003
T32-DK-07658,1,0.003
T32-DK007158,1,0.003
T32-DK007559,1,0.003
T32-DK007703,1,0.003
T32-DK007732,1,0.003
T32-DK007732-20,1,0.003
T32-DK007750,1,0.003
T32-DK07785,1,0.003
T32-DK104687,1,0.003
T32-DK63688-09,1,0.003
T32-EB021937,1,0.003
T32-ES-007091,1,0.003
T32-ES-10957,1,0.003
T32-ES007018,1,0.003
T32-GM007175,1,0.003
T32-GM007546,1,0.003
T32-GM084903,1,0.003
T32-HD-007009,1,0.003
T32-HD007168,1,0.003
T32-HD046377,1,0.003
T32-HD052468-02,1,0.003
T32-HL-007918-19,1,0.003
T32-HL-072751,1,0.003
T32-HL-079891-12,1,0.003
T32-HL-76132,1,0.003
T32-HL007024,1,0.003
T32-HL007457,1,0.003
T32-HL007567,1,0.003
T32-HL007604,1,0.003
T32-HL007776,1,0.003
T32-HL007779,1,0.003
T32-HL007972,1,0.003
T32-HL069749-15,1,0.003
T32-HL069764,1,0.003
T32-HL07036,1,0.003
T32-HL076132,1,0.003
T32-HL07902,1,0.003
T32-HL07972,1,0.003
T32-HL86350,1,0.003
T32-HLO7706-09,1,0.003
T32-HP-10010-10,1,0.003
T32-HP10025,1,0.003
T32-HP10026,1,0.003
T32-HS00032,1,0.003
T32-HS013852,1,0.003
T32-MH-14235,1,0.003
T32-MH018904,1,0.003
T32-MH019927,1,0.003
T32-MH093315,1,0.003
T32-MH15750,1,0.003
T32-MH18931,1,0.003
T32-MH65215,1,0.003
T32-NR-008346-10,1,0.003
T32-PE-10025,1,0.003
T325GM007337,1,0.003
T32AA007468,1,0.003
T32AA007577,1,0.003
T32AG000120,1,0.003
T32AG023480-07,1,0.003
T32AG027708,1,0.003
T32AG044296,1,0.003
T32AG049676,1,0.003
T32AG051108J,1,0.003
T32AI022295,1,0.003
T32AI55411,1,0.003
T32CA009001,1,0.003
T32CA009142,1,0.003
T32CA009314-25,1,0.003
T32CA009461-28,1,0.003
T32CA009492,1,0.003
T32CA059268,1,0.003
T32CA09314-19,1,0.003
T32CA113710-11,1,0.003
T32CA193193,1,0.003
T32DA 07267,1,0.003
T32DA007272,1,0.003
T32DA013911,1,0.003
T32DA015036,1,0.003
T32DA021129,1,0.003
T32DA024628,1,0.003
T32DA035167,1,0.003
T32DA07260,1,0.003
T32DK007056,1,0.003
T32DK007357,1,0.003
T32DK007527,1,0.003
T32DK00770,1,0.003
T32DK007731,1,0.003
T32DK007757,1,0.003
T32DK007778,1,0.003
T32DK071212,1,0.003
T32DK091227,1,0.003
T32DK110919,1,0.003
T32ES007069,1,0.003
T32ES007126,1,0.003
T32ES007126-33,1,0.003
T32ES007272,1,0.003
T32ES007322,1,0.003
T32ES011564,1,0.003
T32ES014562,1,0.003
T32ES07051,1,0.003
T32GM007175,1,0.003
T32GM007205,1,0.003
T32GM008155,1,0.003
T32GM081741,1,0.003
T32GM084896,1,0.003
T32GM084907,1,0.003
T32GM118292-03,1,0.003
T32GM726638,1,0.003
T32GM74905,1,0.003
T32HD0055162-04,1,0.003
T32HD007168,1,0.003
T32HD007186,1,0.003
T32HD007543,1,0.003
T32HD04930,1,0.003
T32HD0577850,1,0.003
T32HD057850,1,0.003
T32HG000044,1,0.003
T32HG008341,1,0.003
T32HL007055,1,0.003
T32HL007085,1,0.003
T32HL007101,1,0.003
T32HL007180-39,1,0.003
T32HL007180-41A1,1,0.003
T32HL007208,1,0.003
T32HL007227,1,0.003
T32HL007312,1,0.003
T32HL007426,1,0.003
T32HL007457,1,0.003
T32HL007534,1,0.003
T32HL007575,1,0.003
T32HL007604,1,0.003
T32HL007901-19,1,0.003
T32HL007902,1,0.003
T32HL069749-14,1,0.003
T32HL06975,1,0.003
T32HL07024-23,1,0.003
T32HL072757,1,0.003
T32HL07534,1,0.003
T32HL076132,1,0.003
T32HL076134-04,1,0.003
T32HL07792,1,0.003
T32HL07804,1,0.003
T32HL07901,1,0.003
T32HL079891-11,1,0.003
T32HL082610,1,0.003
T32HL083774,1,0.003
T32HL083810,1,0.003
T32HL094301-07,1,0.003
T32HL098039-09,1,0.003
T32HL098129,1,0.003
T32HL110837,1,0.003
T32HL116273,1,0.003
T32HL125232,1,0.003
T32HL129948,1,0.003
T32HL130025,1,0.003
T32HL130357,1,0.003
T32HL7953,1,0.003
T32HP10025BO-20,1,0.003
T32HP10027,1,0.003
T32HP19025,1,0.003
T32HS000029,1,0.003
T32HS000055,1,0.003
T32MH013043-36,1,0.003
T32MH017119,1,0.003
T32MH018904,1,0.003
T32MH018931-22,1,0.003
T32MH019113,1,0.003
T32MH019934,1,0.003
T32MH020030,1,0.003
T32MH073452,1,0.003
T32MH076694-03,1,0.003
T32MH078788,1,0.003
T32MH13043,1,0.003
T32NR007104-20,1,0.003
T32NR007969,1,0.003
T32NR009759-06,1,0.003
T32NR013456,1,0.003
T32NS07153,1,0.003
T35 HL007616,1,0.003
T35-AG038027,1,0.003
T35-HL07845,1,0.003
T37 MD001425-15,1,0.003
T37 TW000113,1,0.003
T37-MD-000149,1,0.003
T37-TW00049,1,0.003
T42 OH008416,1,0.003
T42 OH008455,1,0.003
T42 OH008455-09,1,0.003
T42 OH008672,1,0.003
T42 OH009229,1,0.003
T42-OH008438,1,0.003
T42-OH008455,1,0.003
T42/CCT 510-422,1,0.003
T42/CCT510/-422,1,0.003
T42CCT510422,1,0.003
T42OH008412,1,0.003
T4938,1,0.003
T6383,1,0.003
T71 MC00009,1,0.003
T76MC00001,1,0.003
TA-MOU-01-M21-002,1,0.003
TA.2010.40200.011,1,0.003
TA04010762,1,0.003
TAMOP 4.2.2.A-11/1/KONV-2012-0052,1,0.003
TAMOP 4.2.4.A/1-11-1-2012-0001,1,0.003
TAMOP-4.1.2.E-13/1/KONV-2013-0011,1,0.003
TAMOP-4.2.2.A-11/1/KONV-2012-0035,1,0.003
TAMOP-4.2.2/B-10/1-2010-0012,1,0.003
TAMOP-4.2.2/B-10/1-2010-0024,1,0.003
TAMOP-4.2.2A-11/1/KONV-2012-0035,1,0.003
TAMOP-4.2.2A-11/1/KONV-2012-0073,1,0.003
TARBK0411,1,0.003
TC-2015-0019,1,0.003
TC20130001,1,0.003
TCAS-108-02,1,0.003
TCF 118694,1,0.003
TCH 97002-62-045,1,0.003
TCIRP 97023,1,0.003
TCMF-EP 108-05,1,0.003
TCMF-EP 108-06,1,0.003
TCRD-TPE-100-25,1,0.003
TCRD-TPE-102-3,1,0.003
TCRD-TPE-103-22,1,0.003
TCRD-TPE-104-21,1,0.003
TCRD-TPE-105-11,1,0.003
TCRD-TPE-106-C1-1,1,0.003
TCRD-TPE-106-RT-3,1,0.003
TCRD-TPE-106-RT-5,1,0.003
TCRD-TPE-108-15,1,0.003
TCRD-TPE-95-24,1,0.003
TCRDTPE-108-19,1,0.003
TCVGH-1003606A,1,0.003
TCVGH-1013001C,1,0.003
TCVGH-1013602A,1,0.003
TCVGH-1023601A,1,0.003
TCVGH-1077319C,1,0.003
TCVGH-1087301C,1,0.003
TCVGH-983107C,1,0.003
TD13-5047,1,0.003
TERCEL - RD16/0011/0018,1,0.003
TF.13.20,1,0.003
TFDA: 97014,1,0.003
TG/16/3/32687,1,0.003
TGF-96118,1,0.003
TH32 HL69772-01A1,1,0.003
TI 169/11-1,1,0.003
TIGEM-TNP42TELC,1,0.003
TIN2011-23823,1,0.003
TKI-AF-12104,1,0.003
TL1 RR-025778,1,0.003
TL1 RR025748,1,0.003
TL1 RR025778,1,0.003
TL1 RR033172,1,0.003
TL1 TR000441,1,0.003
TL1 TR000449,1,0.003
TL1 TR001418,1,0.003
TL1 TR001871,1,0.003
TL1 TR002000,1,0.003
TL1 TR002549,1,0.003
TL1TR000144,1,0.003
TL1TR00098,1,0.003
TL1TR001443,1,0.003
TL1TR001875,1,0.003
TL4 GM 118992,1,0.003
TMBWAT/TAB 2011FE9092,1,0.003
TMH-109787,1,0.003
TMU101-AE1-B67,1,0.003
TP-HL-1000,1,0.003
TP5,1,0.003
TPH 21-000,1,0.003
TPM 61-034,1,0.003
TR 31060,1,0.003
TR-000154,1,0.003
TR-PHD-BFR07/142,1,0.003
TR-SFB 654,1,0.003
TR-SFB19,1,0.003
TR/SFB 654 C6,1,0.003
TR000004,1,0.003
TR000005,1,0.003
TR000006,1,0.003
TR000064,1,0.003
TR000124,1,0.003
TR000134,1,0.003
TR000445,1,0.003
TR001417,1,0.003
TR001422,1,0.003
TR002542,1,0.003
TRF RSA5780029,1,0.003
TRF-2017-10-005,1,0.003
TRF12792,1,0.003
TRG6280005,1,0.003
TRIESTE,,
TRP X27,1,0.003
TRS T12C-714/14-R,1,0.003
TS 312-15/15,1,0.003
TS-842,1,0.003
TS201511011,1,0.003
TSA - 2014-03,1,0.003
TSA 2008/05,1,0.003
TSAPDF2017/01,1,0.003
TSGH-B-109-010,1,0.003
TSGH-C103-130,1,0.003
TSGH-C104-024,1,0.003
TSGH-C105-023,1,0.003
TSGH-C105-082,1,0.003
TSGH-C105-121,1,0.003
TSGH-C105-122,1,0.003
TSGHC-98-91,1,0.003
TTP 61-026,1,0.003
TUBAP 2014/116,1,0.003
TW-2018H005,1,0.003
TW00027,1,0.003
TW001500,1,0.003
TW005598,1,0.003
TW010540,1,0.003
TW05596,1,0.003
TW05935,1,0.003
TYL-2014-5049,1,0.003
Talent introduction-014,1,0.003
Top talent-201603,1,0.003
TransCard: FP7-603091-2,1,0.003
Translational Metabolic Physiology,1,0.003
U HD44226-0551,1,0.003
U HD44245-0651,1,0.003
U-01 HL 087322-02,1,0.003
U-01 HL 87322-02,1,0.003
U-01HL87322-02,1,0.003
U-01HS08578,1,0.003
U-54 DE 14261,1,0.003
U-54 DE14261-01,1,0.003
U.1059.00.013(60389),1,0.003
U.1300.00.004,1,0.003
U.1300.00.006.00012.01,1,0.003
U.1300.00.007,1,0.003
U.1475.00.002.00001.01(74213),1,0.003
U01 125215,1,0.003
U01 2U01HL096812,1,0.003
U01 5186989-01,1,0.003
U01 A012539,1,0.003
U01 A12539,1,0.003
U01 AA020790,1,0.003
U01 AA021692,1,0.003
U01 AA026224,1,0.003
U01 AG 12495,1,0.003
U01 AG 12505,1,0.003
U01 AG 12535,1,0.003
U01 AG006576,1,0.003
U01 AG010353,1,0.003
U01 AG012495-06,1,0.003
U01 AG012495-12,1,0.003
U01 AG012495-16A1,1,0.003
U01 AG012505-06,1,0.003
U01 AG012505-08,1,0.003
U01 AG012505-11A1,1,0.003
U01 AG012505-14,1,0.003
U01 AG012531-07,1,0.003
U01 AG012531-08S1,1,0.003
U01 AG012531-14,1,0.003
U01 AG012535-06,1,0.003
U01 AG012535-07,1,0.003
U01 AG012535-10S2,1,0.003
U01 AG012535-11A1,1,0.003
U01 AG012535-14,1,0.003
U01 AG012539-07,1,0.003
U01 AG012539-13,1,0.003
U01 AG012539-14,1,0.003
U01 AG012546-08,1,0.003
U01 AG012546-09S4,1,0.003
U01 AG012546-13,1,0.003
U01 AG012553-07,1,0.003
U01 AG012553-11,1,0.003
U01 AG012553-15A1,1,0.003
U01 AG012554-06,1,0.003
U01 AG012554-08,1,0.003
U01 AG012554-13,1,0.003
U01 AG012554-16A1,1,0.003
U01 AG017719-01,1,0.003
U01 AG018033,1,0.003
U01 AG018197,1,0.003
U01 AG018197-01,1,0.003
U01 AG020487-07,1,0.003
U01 AG022376,1,0.003
U01 AG023712,1,0.003
U01 AG023744,1,0.003
U01 AG027810-01A1,1,0.003
U01 AG032656,1,0.003
U01 AG032984,1,0.003
U01 AG046139,1,0.003
U01 AG049505,1,0.003
U01 AI025868,1,0.003
U01 AI031834,1,0.003
U01 AI034989,1,0.003
U01 AI034994,1,0.003
U01 AI035004,1,0.003
U01 AI035039,1,0.003
U01 AI035040,1,0.003
U01 AI035041,1,0.003
U01 AI035042,1,0.003
U01 AI035043,1,0.003
U01 AI042590,1,0.003
U01 AI064002,1,0.003
U01 AI101934,1,0.003
U01 AI106499,1,0.003
U01 AR045580,1,0.003
U01 AR045580-01,1,0.003
U01 AR045583,1,0.003
U01 AR045583-04,1,0.003
U01 AR045614,1,0.003
U01 AR045614-01,1,0.003
U01 AR045632,1,0.003
U01 AR045632-01,1,0.003
U01 AR045647,1,0.003
U01 AR045647-01,1,0.003
U01 AR045654,1,0.003
U01 AR045654-01,1,0.003
U01 AR052171,1,0.003
U01 AR052171-01,1,0.003
U01 AT000162,1,0.003
U01 AT000162-05,1,0.003
U01 CA 63464,1,0.003
U01 CA 86117,1,0.003
U01 CA086308,1,0.003
U01 CA093324,1,0.003
U01 CA093326,1,0.003
U01 CA093329,1,0.003
U01 CA093332,1,0.003
U01 CA093339,1,0.003
U01 CA093348,1,0.003
U01 CA114583,1,0.003
U01 CA134240,1,0.003
U01 CA150387,1,0.003
U01 CA153060,1,0.003
U01 CA164975,1,0.003
U01 CA164975-01,1,0.003
U01 CA179715,1,0.003
U01 CA195547,1,0.003
U01 CA195565,1,0.003
U01 CA86308,1,0.003
U01 CA93324,1,0.003
U01 CA93326,1,0.003
U01 CA93329,1,0.003
U01 CA93332,1,0.003
U01 CA93339,1,0.003
U01 CA93344,1,0.003
U01 CA93348,1,0.003
U01 CE002160-01,1,0.003
U01 DA021525,1,0.003
U01 DA023821,1,0.003
U01 DA041089,1,0.003
U01 DK048489-13,1,0.003
U01 DK057002,1,0.003
U01 DK060902,1,0.003
U01 DK060963,1,0.003
U01 DK060980,1,0.003
U01 DK060980-04S2,1,0.003
U01 DK060984,1,0.003
U01 DK060990,1,0.003
U01 DK061021,1,0.003
U01 DK061028,1,0.003
U01 DK062418,1,0.003
U01 DK066557,1,0.003
U01 DK067860,1,0.003
U01 DK067861,1,0.003
U01 DK067862,1,0.003
U01 DK082194,1,0.003
U01 DK091958,1,0.003
U01 DK094157,1,0.003
U01 DK094176,1,0.003
U01 DK098246,1,0.003
U01 DK105556,1,0.003
U01 DK106962,1,0.003
U01 DK115997,1,0.003
U01 DK119083,1,0.003
U01 DK49271,1,0.003
U01 DK58026,1,0.003
U01 DP000244,1,0.003
U01 DP000246,1,0.003
U01 DP000247,1,0.003
U01 DP000248,1,0.003
U01 DP000250,1,0.003
U01 DP000254,1,0.003
U01 ES012800,1,0.003
U01 ES012801,1,0.003
U01 ES019435,1,0.003
U01 ES019454,1,0.003
U01 ES019457,1,0.003
U01 ES019472,1,0.003
U01 GM 61390,1,0.003
U01 GM061393,1,0.003
U01 GM074492,1,0.003
U01 GM074496,1,0.003
U01 GM074518-04,1,0.003
U01 GM61393,1,0.003
U01 HD 040474,1,0.003
U01 HD 040533,1,0.003
U01 HD032632,1,0.003
U01 HD051218,1,0.003
U01 HD051256,1,0.003
U01 HD051276,1,0.003
U01 HG004446,1,0.003
U01 HG004735,1,0.003
U01 HG004790,1,0.003
U01 HG004798,1,0.003
U01 HG004803,1,0.003
U01 HG005152,1,0.003
U01 HG007397,1,0.003
U01 HG007416,1,0.003
U01 HG007417,1,0.003
U01 HG007419,1,0.003
U01 HG007690,1,0.003
U01 HG008666,1,0.003
U01 HG009080,1,0.003
U01 HL 080295,1,0.003
U01 HL 097894-01,1,0.003
U01 HL 17887,1,0.003
U01 HL 17889,1,0.003
U01 HL 17890,1,0.003
U01 HL 17892,1,0.003
U01 HL 17902,1,0.003
U01 HL 47887,1,0.003
U01 HL 47889,1,0.003
U01 HL 47890,1,0.003
U01 HL 47892,1,0.003
U01 HL 53941,1,0.003
U01 HL 65899,1,0.003
U01 HL 66582,1,0.003
U01 HL 678939,1,0.003
U01 HL 67894,1,0.003
U01 HL 67895,1,0.003
U01 HL 67896,1,0.003
U01 HL 67897,1,0.003
U01 HL 67898,1,0.003
U01 HL 67899,1,0.003
U01 HL 67900,1,0.003
U01 HL 67901,1,0.003
U01 HL 67902,1,0.003
U01 HL-56563,1,0.003
U01 HL-56564,1,0.003
U01 HL-56565,1,0.003
U01 HL-56566,1,0.003
