PT,AU,TI,SO,DT,AB,TC,PU,PI,PA,SN,EI,J9,JI,PD,PY,VL,IS,BP,EP,AR,DI,PG,WC,SC,UT,PM,OA,Bronze,Green,Green Accepted,Green Published,Gold,Gold DOAJ ,Gold Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Kim, DJ; Xun, PC; Liu, KA; Loria, C; Yokota, K; Jacobs, DR; He, K","Magnesium Intake in Relation to Systemic Inflammation, Insulin Resistance, and the Incidence of Diabetes",DIABETES CARE,Article,"OBJECTIVE - To investigate the long-term associations of magnesium intake with incidence of diabetes systemic inflammation and insulin resistance among young American adults RESEARCH DESIGN AND METHODS - A total of 4 497 Americans aged 18-30 years who had no diabetes at baseline were prospectively examined for incident diabetes based on quintiles of magnesium intake We also investigated the associations between magnesium intake and inflammatory markers i e high sensitivity C-reactive protein (hs-CRP) interleukin-6 (IL-6) and fibrinogen and the homeostasis model assessment of insulin resistance (HOMA-IR) RESULTS - During the 20-year follow-up, 330 incident cases of diabetes were identified Magnesium intake was Inversely associated with incidence of diabetes after adjustment for potential confounders The multivariable-adjusted hazard ratio of diabetes for participants in the highest quintiles of magnesium intake was 0 53 (95% CI 0 32-0 86 P-trend < 0 01) compared with those in the lowest quintile Consistently magnesium intake was significantly inversely associated with hs-CRP IL 6 fibrinogen and HOMA-IR, and serum magnesium levels were inversely correlated with hs-CRP and HOMA-IR CONCLUSIONS - Magnesium intake was inversely longitudinally associated with incidence of diabetes in young American adults This inverse association may be explained at least in part by the inverse correlations of magnesium intake with systemic inflammation and insulin resistance",115,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,1935-5548,DIABETES CARE,Diabetes Care,DEC,2010,33,12,2604,2610,,10.2337/dc10-0994,7,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000285666200023,20807870,"Green Published, Other Gold",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Carnethon, MR; Sternfeld, B; Schreiner, PJ; Jacobs, DR; Lewis, CE; Liu, K; Sidney, S",Association of 20-Year Changes in Cardiorespiratory Fitness With Incident Type 2 Diabetes The Coronary Artery Risk Development in Young Adults (CARDIA) fitness study,DIABETES CARE,Article; Proceedings Paper,"OBJECTIVE - To test the association of fitness changes over 7 and 20 years on the development of diabetes in middle age. RESEARCH DESIGN AND METHODS - Fitness was determined based on the duration of a maximal graded exercise treadmill test (Balke protocol) at Up to three examinations over 20 years from 3,989 black and white men and women from the Coronary Artery Risk Development in Young Adults study. Relative fitness change (percent) was calculated as the difference between baseline and follow-up treadmill duration/baseline treadmill duration. Diabetes was identified as fasting glucose >= 126 mg/dl, postload glucose >= 200 mg/dl, or use of diabetes medications. RESULTS - Diabetes developed at a rate of 4 per 1,000 person-years in women (n = 149) and men (n = 122), and lower baseline fitness was associated with a higher incidence of diabetes in all race-sex groups (hazard ratios [HRs] from 1.8 to 2.3). On average, fitness declined 7.6% in women and 9.2% in men over 7 years. The likelihood of developing diabetes increased per SD decrease (19%) from the 7-year population mean change (-8.3%) in women (HR 1.22 [95% Cl 1.09-1.39]) and men (1.45 [1.20-1.75]) after adjustment for age, race, smoking, family history of diabetes, baseline fitness, BMI, and fasting glucose. Participants who developed diabetes over 20 years experienced significantly larger declines in relative fitness over 20 years versus those who did not. CONCLUSIONS - Low fitness is significantly associated with diabetes incidence and explained in large part by the relationship between fitness and BMI.",56,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,1935-5548,DIABETES CARE,Diabetes Care,JUL,2009,32,7,1284,1288,,10.2337/dc08-1971,5,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000267878300032,19324945,"Green Published, Other Gold",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Park, K; Gross, M; Lee, DH; Holvoet, P; Himes, JH; Shikany, JM; Jacobs, DR",Oxidative Stress and Insulin Resistance The Coronary Artery Risk Development in Young Adults study,DIABETES CARE,Article,"OBJECTIVE - Although cumulative evidence suggests that increased oxidative stress may lead to insulin resistance in vivo or in vitro, community-based Studies are scarce. This study examined the longitudinal relationships of oxidative stress biomarkers with the development Of insulin resistance and whether these relationships were independent of obesity in nondiabetic young adults. RESEARCH DESIGN AND METHODS - Biomarkers of oxidative stress (F-2-isoprostanes [F(2)Isop] and oxidized LDL [oxLDL]), insulin resistance (the homeostasis model assessment of insulin resistance [HOMA-IR]), and Various fatness measures (BMI, waist circumference, and estimated percent fat) were obtained in a population-based observational Study (Coronary Artery Risk Development in Young Adults) and its ancillary study (Young Adult Longitudinal Trends in Antioxidants) during 2000-2006. RESULTS - There were substantial increases in estimated mean HOMA-IR over time. OxLDL and F(2)Isop showed little association with each other. Mean evolving HOMA-IR increased with increasing levels of oxidative Stress markers (P < 0.001 for oxLDL and P = 0.06 for F(2)Isop), measured in 2000-2001. After additional adjustment for adiposity, a positive association between oxLDL and HOMA-IR was strongly evident, whereas the association between F(2)Isop and HOMA-IR was not. CONCLUSIONS - We observed positive associations between each of two oxidative stress markers and insulin resistance. The association With oxidized LDL was independent of obesity, but that with F(2)Isop was not.",113,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,1935-5548,DIABETES CARE,Diabetes Care,JUL,2009,32,7,1302,1307,,10.2337/dc09-0259,6,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000267878300035,19389821,"Green Published, Other Gold",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Kim, C; Siscovick, DS; Sidney, S; Lewis, CE; Kiefe, CI; Koepsell, TD","Oral contraceptive use and association with glucose, insulin, and diabetes in young adult women - The CARDIA study",DIABETES CARE,Article,"OBJECTIVE - We studied the associations between 1) current use of oral contraceptives (OCs) and 2) glucose levels, insulin levels, and diabetes in young women. RESEARCH DESIGN AND METHODS - Subjects were women (n = 1,940) in the Coronary Artery Risk Development in Young Adults (CARDIA) study, a prospective observational study of African-Americans and whites aged 18-30 years at enrollment in 1985-1986. We analyzed the cross-sectional associations between 1) current use of OCs and 2) fasting glucose, fasting insulin, and presence of diabetes using generalized estimating equations to adjust for repeated measures. We also examined the effect of current use of OCs on incident diabetes at year 10 of the study. RESULTS - in unadjusted analyses, current use was associated with lower fasting glucose levels [-3.1 mg/dl, 95% Cl (-3.7, -2.5)] and reduction in the odds of diabetes [odds ratio 0.56 (0.32, 0.97)], but not lower fasting insulin levels [-0.01 muU/ml (-0.03 0.02)], compared with nonuse in both African-American and white women. After adjustment for covariates, current use of OCs was still associated with lower fasting glucose levels [-1.8 mg/dl (-2.4, -1.3)] and lower odds of diabetes [odds ratio 0.56 (0.33, 0.95)], although the associations were attenuated. Alter adjustment, current use of OCs was associated with higher insulin levels [0.12 muU/ml (0.006, 0.23)]. No association existed between pattern of use of OCs and incident diabetes at year 10, although the total number of new persons with diabetes at year 10 was small (n = 17). CONCLUSIONS - Current use of OCs is associated with lower glucose levels in young African-American and white women and may be associated with lower odds of diabetes.",29,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,,DIABETES CARE,Diabetes Care,JUN,2002,25,6,1027,1032,,10.2337/diacare.25.6.1027,6,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000185503800014,12032110,Other Gold,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Nasrallah, IM; Hsieh, MK; Erus, G; Battapady, H; Dolui, S; Detre, JA; Launer, LJ; Jacobs, DR; Davatzikos, C; Bryan, RN",White Matter Lesion Penumbra Shows Abnormalities on Structural and Physiologic MRIs in the Coronary Artery Risk Development in Young Adults Cohort,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,"BACKGROUND AND PURPOSE: White matter lesions are 1 age-related manifestation of cerebrovascular disease, but subthreshold abnormalities have been identified in nonlesional WM. We hypothesized that structural and physiologic MR imaging findings of early cerebrovascular disease can be measured in middle-aged subjects in tissue adjacent to WM lesions, termed ""penumbra."" MATERIALS AND METHODS: WM lesions were defined using automated segmentation in 463 subjects, 43-56 years of age, from the Coronary Artery Risk Development in Young Adults (CARDIA) longitudinal observational cohort study. We described 0- to 2-mm and 2- to 4-mm-thick spatially defined penumbral WM tissue ROIs as rings surrounding WM lesions. The remaining WM was defined as distant normal-appearing WM. Mean signal intensities were measured for FLAIR, T1-, and T2-weighted images, and from fractional anisotropy, mean diffusivity, CBF, and vascular reactivity maps. Group comparisons were made using Kruskal-Wallis and pair-wise t tests. RESULTS: Lesion volumes averaged 0.738 +/- 0.842 cm(3) (range, 0.005-7.27 cm(3)). Mean signal intensity for FLAIR, T2, and mean diffusivity was increased, while T1, fractional anisotropy, and CBF were decreased in white matter lesions versus distant normal-appearing WM, with penumbral tissues showing graded intermediate values (corrected P < .001 for all group/parameter comparisons). Vascular reactivity was significantly elevated in white matter lesions and penumbral tissue compared with distant normal-appearing white matter (corrected P <= .001). CONCLUSIONS: Even in relatively healthy 43- to 56-year-old subjects with small white matter lesion burden, structural and functional MR imaging in penumbral tissue reveals significant signal abnormalities versus white matter lesions and other normal WM. Findings suggest that the onset of WM injury starts by middle age and involves substantially more tissue than evident from focal white matter lesions visualized on structural imaging.",0,AMER SOC NEURORADIOLOGY,DENVILLE,"PO BOX 3000, DENVILLE, NJ 07834-9349 USA",0195-6108,1936-959X,AM J NEURORADIOL,Am. J. Neuroradiol.,AUG,2019,40,8,1291,1298,,10.3174/ajnr.A6119,8,"Clinical Neurology; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging","Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging",WOS:000482323300010,31345946,"Other Gold, Green Published",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Rummo, PE; Guilkey, DK; Shikany, JM; Reis, JP; Gordon-Larsen, P",How do individual-level sociodemographics and neighbourhood-level characteristics influence residential location behaviour in the context of the food and built environment? Findings from 25 years of follow-up in the CARDIA Study,JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,Article,"Background Little is known about how diet-related and activity-related amenities relate to residential location behaviour. Understanding these relationships is essential for addressing residential self-selection bias. Methods Using 25 years (6 examinations) of data from the Coronary Artery Risk Development in Young Adults (CARDIA) study (n=11 013 observations) and linked neighbourhood-level data from the 4 CARDIA baseline cities (Birmingham, Alabama; Chicago, Illinois; Minneapolis, Minnesota; Oakland, California, USA), we characterised participants' neighbourhoods as having low, average or high road connectivity and amenities using non-hierarchical cluster analysis. We then used repeated measures multinomial logistic regression with random effects to examine the associations between individual-level sociodemographics and neighbourhood-level characteristics with residential neighbourhood types over the 25-year period, and whether these associations differed by individual-level income. Results Being female was positively associated with living in neighbourhoods with low (vs high) road connectivity and activity-related and diet-related amenities among high-income individuals only. At all income levels, a higher percentage of neighbourhood white population and neighbourhood population <18 years were associated with living in neighbourhoods with low (vs high) connectivity and amenities. Individual-level race; age; and educational attainment, neighbourhood socioeconomic status and housing prices did not influence residential location behaviour related to neighbourhood connectivity and amenities at any income level. Conclusions Neighbourhood-level factors appeared to play a comparatively greater role in shaping residential location behaviour than individual-level sociodemographics. Our study is an important step in understanding how residential locational behaviour relates to amenities and physical activity opportunities, and may help mitigate residential self-selection bias in built environment studies.",4,BMJ PUBLISHING GROUP,LONDON,"BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND",0143-005X,1470-2738,J EPIDEMIOL COMMUN H,J. Epidemiol. Community Health,MAR,2017,71,3,261,268,,10.1136/jech-2016-207249,8,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health",WOS:000394271200009,27660400,"Other Gold, Green Published",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Odegaard, AO; Jacobs, DR; Steffen, LM; Van Horn, L; Ludwig, DS; Pereira, MA",Breakfast Frequency and Development of Metabolic Risk,DIABETES CARE,Article,"OBJECTIVEThe relation of breakfast intake frequency to metabolic health is not well studied. The aim of this study was to examine breakfast intake frequency with incidence of metabolic conditions.RESEARCH DESIGN AND METHODSWe performed an analysis of 3,598 participants from the community-based Coronary Artery Risk Development in Young Adults (CARDIA) study who were free of diabetes in the year 7 examination when breakfast and dietary habits were assessed (1992-1993) and participated in at least one of the five subsequent follow-up examinations over 18 years.RESULTSRelative to those with infrequent breakfast consumption (0-3 days/week), participants who reported eating breakfast daily gained 1.9 kg less weight over 18 years (P = 0.001). In a Cox regression analysis, there was a stepwise decrease in risk across conditions in frequent breakfast consumers (4-6 days/week) and daily consumers. The results for incidence of abdominal obesity, obesity, metabolic syndrome, and hypertension remained significant after adjustment for baseline measures of adiposity (waist circumference or BMI) in daily breakfast consumers. Hazard ratios (HRs) and 95% CIs for daily breakfast consumption were as follows: abdominal obesity HR 0.78 (95% CI 0.66-0.91), obesity 0.80 (0.67-0.96), metabolic syndrome 0.82 (0.69-0.98), and hypertension 0.84 (0.72-0.99). For type 2 diabetes, the corresponding estimate was 0.81 (0.63-1.05), with a significant stepwise inverse association in black men and white men and women but no association in black women. There was no evidence of differential results for high versus low overall dietary quality.CONCLUSIONSDaily breakfast intake is strongly associated with reduced risk of a spectrum of metabolic conditions.",79,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,1935-5548,DIABETES CARE,Diabetes Care,OCT,2013,36,10,3100,3106,,10.2337/dc13-0316,7,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000324749500048,23775814,"Other Gold, Green Published",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"He, K; Xun, PC; Liu, K; Morris, S; Reis, J; Guallar, E",Mercury Exposure in Young Adulthood and Incidence of Diabetes Later in Life The CARDIA Trace Element Study,DIABETES CARE,Article,"OBJECTIVE-Laboratory studies suggest that exposure to methylmercury at a level similar to those found in fish may induce pancreatic islet beta-cell dysfunction. Few, if any, human studies have examined the association between mercury exposure and diabetes incidence. We examined whether toenail mercury levels are associated with incidence of diabetes in a large prospective cohort. RESEACH DESIGN AND METHODS-A prospective cohort of 3,875 American young adults, aged 20-32 years, free of diabetes in 1987 (baseline), were enrolled and followed six times until 2005. Baseline toenail mercury levels were measured with instrumental neutron-activation analysis. Incident diabetes was identified by plasma glucose levels, oral glucose tolerance tests, hemoglobin AlC levels, and/or antidiabetes medications. RESULTS-A total of 288 incident cases of diabetes occurred over 18 years of follow-up. In multivariate analyses adjusted for age, sex, ethnicity, study center, education, smoking status, alcohol consumption, physical activity, family history of diabetes, intakes of long-chain n-3 fatty acids and magnesium, and toenail selenium, toenail mercury levels were positively associated with the incidence of diabetes. The hazard ratio (95% CI) of incident diabetes compared the highest to the lowest quintiles of mercury exposure was 1.65 (1.07-2.56; P for trend = 0.02). Higher mercury exposure at baseline was also significantly associated with decreased homeostasis model assessment of beta-cell function index (P for trend < 0.01). CONCLUSIONS-Our results are consistent with findings from laboratory studies and provide longitudinal human data suggesting that people with high mercury exposure in young adulthood may have elevated risk of diabetes later in life.",57,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,1935-5548,DIABETES CARE,Diabetes Care,JUN,2013,36,6,1584,1589,,10.2337/dc12-1842,6,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000321472600023,23423697,"Other Gold, Green Published",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Reis, JP; Hankinson, AL; Loria, CM; Lewis, CE; Powell-Wiley, T; Wei, GS; Liu, K",Duration of Abdominal Obesity Beginning in Young Adulthood and Incident Diabetes Through Middle Age The CARDIA Study,DIABETES CARE,Article,"OBJECTIVE-To examine whether the duration of abdominal obesity determined prospectively using measured waist circumference (WC) is associated with the development of new-onset diabetes independent of the degree of abdominal adiposity. RESEARCH DESIGN AND METHODS-The Coronary Artery Risk Development in Young Adults Study is a multicenter, community-based, longitudinal cohort study of 5,115 white and black adults aged 18-30 years in 1985 to 1986. Years spent abdominally obese were calculated for participants without abdominal obesity (WC >102 cm in men and >88 cm in women) or diabetes at baseline (n = 4,092) and was based upon repeat measurements conducted 2, 5, 7, 10, 15, 20, and 25 years later. RESULTS-Over 25 years, 392 participants developed incident diabetes. Overall, following adjustment for demographics, family history of diabetes, study center, and time varying WC, energy intake, physical activity, smoking, and alcohol, each additional year of abdominal obesity was associated with a 4% higher risk of developing diabetes [hazard ratio (HR) 1.04 (95% Cl 1.02-1.07)]. However, a quadratic model best represented the data. HRs for 0, 1-5, 6-10, 11-15, 16-20, and >20 years of abdominal obesity were 1.00 (referent), 2.06 (1.43-2.98), 3.45 (2.28-5.22), 3.43 (2.28-5.22), 2.80 (1.73-4.54), and 2.91 (1.60-5.29), respectively; P-quadratic < 0.001. CONCLUSIONS-Longer duration of abdominal obesity was associated with substantially higher risk for diabetes independent of the degree of abdominal adiposity. Preventing or at least delaying the onset of abdominal obesity in young adulthood may lower the risk of developing diabetes through middle age.",29,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,1935-5548,DIABETES CARE,Diabetes Care,MAY,2013,36,5,1241,1247,,10.2337/dc12-1714,7,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000319782100029,23248193,"Other Gold, Green Published",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Carnethon, MR; Ning, HY; Soliman, EZ; Lewis, CE; Schreiner, PJ; Sidney, S; Loyd-Jones, DM","Association of Electrocardiographically Determined Left Ventricular Mass With Incident Diabetes, 1985-1986 to 2010-2011 Coronary Artery Risk Development in Young Adults (CARDIA) study",DIABETES CARE,Article,"OBJECTIVE-Electrocardiographic indices reflecting left ventricular hypertrophy are associated with incident diabetes in clinical populations at risk for coronary heart disease. We tested whether electrocardiographically determined left ventricular mass was positively associated with incident diabetes in a population sample. RESEARCH DESIGN AND METHODS-Coronary Artery Risk Development in Young Adults (CARDIA) study participants (n = 4,739) were followed from 1985-1986 to 2010-2011 for incident diabetes. Validated sex- and race-specific formulas were applied to standard electrocardiograms to determine left ventricular mass. RESULTS-Over 25 years, 444 participants developed diabetes (9.4%). After adjustment for demographic, behavioral, and clinical covariates, participants in the highest quartile of left ventricular mass index (LVMI) were twice as likely to develop diabetes than participants in the lower three quartiles (hazard ratio 2.61 [95% CI 2.16-3.17]). Neither Cornell voltage nor Cornell voltage product was associated with incident diabetes in fully adjusted models. CONCLUSIONS-Electrocardiographically determined LVMI may be a useful noninvasive marker for identifying adults at risk for diabetes. Diabetes Care 36:645-647, 2013",4,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,,DIABETES CARE,Diabetes Care,MAR,2013,36,3,645,647,,10.2337/dc12-1359,3,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000315928700035,23160723,"Other Gold, Green Published",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Zamora, D; Gordon-Larsen, P; He, K; Jacors, DR; Shikany, JM; Popkin, BM",Are the 2005 Dietary Guidelines for Americans Associated With Reduced Risk of Type 2 Diabetes and Cardiometabolic Risk Factors? Twenty-year findings from the CARDIA study,DIABETES CARE,Article,"OBJECTIVE-To examine the prospective association between accordance with the 2005 Dietary Guidelines for Americans (DGA) and subsequent diabetes incidence and changes in cardiometabolic risk factors. RESEARCH DESIGN AND METHODS-The sample consisted of 4,381 black and white young adults examined repeatedly from 1985 to 2005. We used the 2005 Diet Quality Index (DQI) to rate participants' diets based on meeting key dietary recommendations conveyed by the 2005 DGA. RESULTS-Overall, we found no association between DQI score and diabetes risk using Cox models adjusted for potential confounders. Higher DQI scores were associated with favorable changes in HDL cholesterol and blood pressure overall (P for trend < 0.05), but with increased insulin resistance among blacks (P for trend < 0.01). CONCLUSIONS-Our findings highlight the need for evaluation of the DGA's effectiveness, particularly among ethnic minority populations. Clinicians should be aware that following the DGA might not lower diabetes risk.",25,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0149-5992,,DIABETES CARE,Diabetes Care,MAY,2011,34,5,1183,1185,,10.2337/dc10-2041,3,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000290419200023,21478463,"Other Gold, Green Published",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Gunderson, EP; Jacobs, DR; Chiang, V; Lewis, CE; Feng, JR; Quesenberry, CP; Sidney, S",Duration of Lactation and Incidence of the Metabolic Syndrome in Women of Reproductive Age According to Gestational Diabetes Mellitus Status: A 20-Year Prospective Study in CARDIA (Coronary Artery Risk Development in Young Adults),DIABETES,Article,"OBJECTIVE-The objective of the study was to prospectively assess the association between lactation duration and incidence of the metabolic syndrome among women of reproductive age. RESEARCH DESIGN AND METHODS-Participants were 1,399 women (39% black, aged 18-30 years) in the Coronary Artery Risk Development in Young Adults (CARDIA) Study, an ongoing multicenter, population-based, prospective observational cohort study conducted in the U.S. Women were nulliparous and free of the metabolic syndrome at baseline (1985-1986) and before subsequent pregnancies, and reexamined 7, 10, 15, and/or 20 years after baseline. Incident metabolic syndrome case participants were identified according to National Cholesterol Education Program Adult Treatment Panel III (NCEP ATP III) criteria. Complementary log-log models estimated relative hazards of incident metabolic syndrome among time-dependent lactation duration categories by gestational diabetes mellitus (GDM) adjusted for age, race, study center, baseline covariates (BMI, metabolic syndrome components, education, smoking, physical activity), and time-dependent parity. RESULTS-Among 704 parous women (620 non-GDM, 84 GDM), there were 120 incident metabolic syndrome case participants in 9,993 person-years (overall incidence rate 12.0 per 1,000 person-years; 10.8 for non-GDM, 22.1 for GDM). Increased lactation duration was associated with lower crude metabolic syndrome incidence rates from 0-1 month through >9 months (P < 0.001). Fully adjusted relative hazards showed that risk reductions associated with longer lactation were stronger among GDM (relative hazard range 0.14-0.56; P = 0.03) than non-GDM groups (relative hazard range 0.44-0.61; P = 0.03). CONCLUSIONS-Longer duration of lactation was associated with lower incidence of the metabolic syndrome years after weaning among women with a history of GDM and without GDM, controlling for preconception measurements, BMI, and sociodemographic and lifestyle traits. Lactation may have persistent favorable effects on women's cardio metabolic health. Diabetes 59:495-504, 2010",134,AMER DIABETES ASSOC,ALEXANDRIA,"1701 N BEAUREGARD ST, ALEXANDRIA, VA 22311-1717 USA",0012-1797,1939-327X,DIABETES,Diabetes,FEB,2010,59,2,495,504,,10.2337/db09-1197,10,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000274435900021,19959762,"Other Gold, Green Published",0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Pugliese, DN; Booth, JN; Deng, LQ; Anstey, DE; Bello, NA; Jaeger, BC; Shikany, JM; Lloyd-Jones, D; Lewis, CE; Schwartz, JE; Muntner, P; Shimbo, D",Sex differences in masked hypertension: the Coronary Artery Risk Development in Young Adults study,JOURNAL OF HYPERTENSION,Article,"Objective: To evaluate the association of sex with masked hypertension, defined by out-of-clinic hypertension based on ambulatory blood pressure monitoring (ABPM) among adults without hypertension based on blood pressure (BP) measured in the clinic, after adjusting for potential confounders. Methods: We evaluated sex differences in the prevalence of masked hypertension and the difference between awake, or alternatively 24-h, ambulatory BP and clinic BP using multivariable adjusted models among 658 participants who underwent 24-h ABPM and had clinic SBP/DBP less than 140/90 mmHg during the Year 30 Exam of the Coronary Artery Risk Development in Young Adults study. Results: The mean age +/- standard deviation (SD) of the participants was 54.8 +/- 3.7 years, 58.4% were women, and 58.2% were black. The prevalence of any masked hypertension was 37.5% among women and 60.6% among men. In a model including adjustment for demographics, cardiovascular risk factors, anti hypertensive medication, and clinic BP, the prevalence ratios (95% confidence intervals) comparing men versus women were 1.39 (1.18-1.63) for any masked hypertension, and 1.60 (1.28-1.99), 1.71 (1.36-2.15), and 1.40 (1.13-1.73) for masked awake, 24-h and asleep hypertension, respectively. In a fully adjusted model, the differences between mean awake ambulatory BP and clinic BP were 2.75 [standard error (SE) 0.92] mmHg higher for SBP and 3.61 (SE 0.58) mmHg higher for DBP among men compared with women. Conclusion: The prevalence of masked hypertension on ABPM was high in both men and women. Male sex was an independent predictor of masked hypertension.",0,LIPPINCOTT WILLIAMS & WILKINS,PHILADELPHIA,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA",0263-6352,1473-5598,J HYPERTENS,J. Hypertens.,DEC,2019,37,12,2380,2388,,10.1097/HJH.0000000000002175,9,Peripheral Vascular Disease,Cardiovascular System & Cardiology,WOS:000509679200009,31246891,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,"Hirahatake, KM; Jacobs, DR; Shikany, JM; Jiang, LH; Wong, ND; Odegaard, AO",Cumulative average dietary pattern scores in young adulthood and risk of incident type 2 diabetes: the CARDIA study,DIABETOLOGIA,Article,"Aims/hypothesis The evidence for the role of contemporary dietary patterns, trends and predominant aspects of energy intake in a typical American diet and in type 2 diabetes risk is limited. Therefore, we examined the association between dietary pattern scores created to reflect the 2015 Dietary Guidelines for Americans (DGA) Scientific Report, a Palaeolithic (Palaeo) diet, a diet high in 'empty calories', and the A Priori Diet Quality Score (APDQS) (cohort reference) and type 2 diabetes risk over time. Methods We carried out a prospective analysis of 4719 young adult black and white men and women from the Coronary Artery Risk Development in Young Adults (CARDIA) study with repeated dietary histories collected at study years 0, 7 and 20. Using multivariable Cox proportional hazards regression models, we examined the association between time-dependent cumulative average dietary pattern scores and incident type 2 diabetes. Results During the 30 year follow-up period, 680 (14.4%) incident cases of type 2 diabetes occurred. There was no association between the 2015 DGA, Palaeo or empty calorie scores and type 2 diabetes risk in the overall population. Participants in the fourth quartile of the APDQS, reflecting a more healthful dietary pattern, had a 45% lower risk of type 2 diabetes compared with those in the lowest quartile (HR 0.55 [95% CI 0.41, 0.74]). In stratified analyses there was an inverse association for the 2015 DGA in non-smokers per SD (HR 0.86 [95% CI 0.74, 0.99]) and an inverse association for the empty calorie score in white women (HR 0.76 [95% CI 0.60, 0.96]) as well as in a subgroup analysis of the Palaeo index of participants who maintained a high score over 20 years (per SD, HR 0.59 [95% CI 0.39, 0.88]). Conclusions/interpretation Higher levels of the APDQS, which largely aligns with the 2015 DGA, were strongly inversely associated with 30 year type 2 diabetes risk in the CARDIA cohort; the results from the other patterns were nuanced and need to be considered in the context of the study and potential biases.",0,SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",0012-186X,1432-0428,DIABETOLOGIA,Diabetologia,DEC,2019,62,12,2233,2244,,10.1007/s00125-019-04989-5,12,Endocrinology & Metabolism,Endocrinology & Metabolism,WOS:000500998600007,31478081,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
